epoch,attack_mode,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,epoch_seconds,lr_start,lr_end,batches_processed,epoch_completed,val_clean_acc,val_pgd10_acc,intervention_triggered,trigger_epoch,trigger_global_step,rolled_back_to_global_step,abandoned_fgsm_batches,abandoned_fgsm_seconds,total_training_seconds,clean_eval_seconds,pgd_monitor_seconds,pgd_monitor_used_for_trigger
1,fgsm_zero,2.2019897015041776,0.1731999999920527,0.7158768953058454,0.7369944574779934,0.22553333333863151,0.22465057541529337,0.9147011920928955,0.03137257695198059,0.10753150957226754,0.7747977983686659,32.58086850005202,0.0,0.019943181818181818,352,1,0.3438,0.2375,0,,,,0,0.0,32.58086850005202,8.040192799991928,11.212681200006045,0
2,fgsm_zero,1.982917763243781,0.24955555555025735,0.8996570541699728,0.8414746788342794,0.213844444445769,0.2572808651871151,0.9171641389211019,0.03137257695198059,0.059398589664697646,0.7293346375995212,31.58398960006889,0.02,0.039943181818181815,352,1,0.3734,0.25546875,0,,,,0,0.0,31.58398960006889,8.072461800067686,11.352769599994645,0
3,fgsm_zero,1.9105226210276285,0.2745333333465788,0.9000823023796082,0.847884329647488,0.2268222222301695,0.29694444438616435,0.9170621443854438,0.03137257695198059,0.05368105967111058,0.7234078278753493,31.808370599988848,0.04,0.05994318181818181,352,1,0.4194,0.29140625,0,,,,0,0.0,31.808370599988848,8.152772600064054,11.156372800003737,0
4,fgsm_zero,1.829725493092007,0.3015111111111111,0.8866025168736775,0.8403633237202962,0.2489333333465788,0.33429212237464057,0.9180401677237616,0.03137257695198059,0.05314049851960606,0.7268064453125,30.749121299944818,0.06,0.07994318181818182,352,1,0.5042,0.29453125,0,,,,0,0.0,30.749121299944818,8.026520100072958,11.176882599946111,0
5,fgsm_zero,1.7600082452138266,0.32968888888888886,0.8720101135253906,0.8319456576241387,0.2612888888809416,0.3625976175043318,0.917445556365119,0.03137257695198059,0.05290025554564264,0.7284574683825175,31.610961500089616,0.08,0.0999431818181818,352,1,0.5036,0.31328125,0,,,,0,0.0,31.610961500089616,7.922261000028811,11.064487600000575,0
6,fgsm_zero,1.7078243184831408,0.35073333332273693,0.8578015416145325,0.8233139142248366,0.2744000000105964,0.3788524154133267,0.9164414476288689,0.03137257695198059,0.05026342866354518,0.7244972259415521,31.2286088000983,0.09999999999999999,0.11994318181818181,352,1,0.5454,0.3328125,0,,,,0,0.0,31.2286088000983,7.95532369997818,11.226273000007495,0
7,fgsm_zero,1.6703312279171414,0.36073333335982427,0.8437498444133334,0.8170087866253323,0.2773555555767483,0.39126423500908747,0.9131925976541307,0.03137257695198059,0.04757267214655876,0.7193582418335809,31.162998399930075,0.12,0.13994318181818183,352,1,0.587,0.35234375,0,,,,0,0.0,31.162998399930075,7.963680200045928,11.45591349992901,0
8,fgsm_zero,1.6384645816379124,0.3751111111217075,0.8299854948573643,0.8101742097430759,0.2827333333492279,0.4020123600376977,0.910343220922682,0.03137257695198059,0.04727450017995304,0.7191555979622735,31.10718569997698,0.13999999999999999,0.15994318181818182,352,1,0.5914,0.36796875,0,,,,0,0.0,31.10718569997698,8.202520900056697,10.895106500014663,0
9,fgsm_zero,1.625195909161038,0.37906666666666666,0.8177927564409044,0.8066757366922167,0.28595555555025737,0.40739787005848355,0.9091492745823331,0.03137257695198059,0.04439205304450459,0.7126365233209399,31.372501599951647,0.16,0.17994318181818184,352,1,0.6196,0.359375,0,,,,0,0.0,31.372501599951647,7.94800590001978,11.118923900066875,0
10,fgsm_zero,1.6149908043967354,0.38351111113760206,0.8082737226698133,0.802824326494005,0.28802222220632767,0.41209209027290344,0.9085334774441189,0.03137257695198059,0.04321108935342895,0.7107107507175869,31.173026700038463,0.18,0.19994318181818183,352,1,0.622,0.359375,0,,,,0,0.0,31.173026700038463,8.141413500066847,10.824858300038613,0
